Date	Open	High	Low	Close
Jun 23, 2025 00:00	178.779	180.873	178.68	179.984
Jun 22, 2025 00:00	179.351	179.358	178.689	178.779
Jun 20, 2025 00:00	177.879	178.677	177.753	178.629
Jun 19, 2025 00:00	177.141	178.222	176.747	177.878
Jun 18, 2025 00:00	177.966	178.247	176.841	177.211
Jun 17, 2025 00:00	177.823	178.365	177.613	177.96
Jun 16, 2025 00:00	178.051	178.091	177.402	177.829
Jun 15, 2025 00:00	177.269	178.216	177.165	178.053
Jun 13, 2025 00:00	177.148	177.67	176.898	177.385
Jun 12, 2025 00:00	176.14	177.152	175.873	177.152
Jun 11, 2025 00:00	176.178	176.845	175.954	176.149
Jun 10, 2025 00:00	176.002	176.396	175.763	176.18
Jun 09, 2025 00:00	176.153	176.221	175.573	176.002
Jun 08, 2025 00:00	176.254	176.254	175.937	176.153
Jun 06, 2025 00:00	175.183	176.309	175.079	176.15
Jun 05, 2025 00:00	174.414	175.264	174.351	175.18
Jun 04, 2025 00:00	174.75	175.233	174.205	174.412
Jun 03, 2025 00:00	174.544	175.043	174.138	174.746
Jun 02, 2025 00:00	174.867	175.086	174.324	174.541
Jun 01, 2025 00:00	174.535	175.071	174.501	174.866
May 30, 2025 00:00	174.861	175.719	174.358	174.974
May 29, 2025 00:00	174.986	175.452	174.862	174.863
May 28, 2025 00:00	174.184	175.361	173.986	174.997
May 27, 2025 00:00	173.841	174.798	173.501	174.177
May 26, 2025 00:00	173.661	174.158	173.263	173.833
May 25, 2025 00:00	173.428	173.94	173.371	173.663
May 23, 2025 00:00	173.657	173.833	173.089	173.609
May 22, 2025 00:00	174.187	174.194	173.21	173.656
May 21, 2025 00:00	174.54	174.962	173.731	174.185
May 20, 2025 00:00	173.604	174.581	173.129	174.548
May 19, 2025 00:00	173.868	174.198	173.333	173.603
May 18, 2025 00:00	173.451	174.098	173.451	173.868
May 16, 2025 00:00	174.367	174.409	173.64	173.886
May 15, 2025 00:00	174.282	174.541	173.68	174.362
May 14, 2025 00:00	175.719	175.776	173.903	174.283
May 13, 2025 00:00	175.472	176.176	175.163	175.717
May 12, 2025 00:00	174.864	175.935	174.748	175.469
May 11, 2025 00:00	175.004	175.086	174.753	174.859
May 09, 2025 00:00	175.48	175.619	174.523	174.791
May 08, 2025 00:00	174.555	175.63	174.256	175.481
May 07, 2025 00:00	173.224	174.985	172.885	174.552
May 06, 2025 00:00	174.781	174.835	172.876	173.238
May 05, 2025 00:00	175.507	175.583	174.401	174.78
May 04, 2025 00:00	174.996	175.639	174.935	175.514
May 02, 2025 00:00	175.434	176.167	174.578	175.358
May 01, 2025 00:00	173.151	175.59	172.999	175.436
Apr 30, 2025 00:00	172.727	173.66	172.634	173.155
Apr 29, 2025 00:00	173.003	173.287	172.318	172.725
Apr 28, 2025 00:00	173.15	173.673	172.608	173.206
Apr 27, 2025 00:00	173.149	173.674	172.968	173.633
Apr 25, 2025 00:00	172.427	173.646	172.044	173.608
Apr 24, 2025 00:00	172.591	172.859	172.223	172.424
Apr 23, 2025 00:00	172.719	172.934	172.114	172.588
Apr 22, 2025 00:00	174.093	174.18	172.597	172.705
Apr 21, 2025 00:00	174.253	174.981	173.575	174.091
Apr 20, 2025 00:00	173.552	174.318	173.229	174.257
Apr 18, 2025 00:00	173.656	174.09	173.401	174.04
Apr 17, 2025 00:00	174.335	174.829	173.178	173.647
Apr 16, 2025 00:00	174.374	175.052	174.066	174.338
Apr 15, 2025 00:00	175.433	175.792	173.657	174.378
Apr 14, 2025 00:00	175.623	176.021	174.108	175.436
Apr 13, 2025 00:00	175.648	176.005	175.266	175.622
Apr 11, 2025 00:00	175.113	176.469	174.022	175.99
Apr 10, 2025 00:00	172.273	175.613	171.47	175.107
Apr 09, 2025 00:00	172.383	172.959	171.672	172.277
Apr 08, 2025 00:00	171.882	172.768	171.107	172.385
Apr 07, 2025 00:00	170.745	172.818	170.405	171.891
Apr 06, 2025 00:00	169.979	170.944	169.601	170.748
Apr 04, 2025 00:00	170.22	171.447	169.674	170.701
Apr 03, 2025 00:00	168.624	170.344	168.104	170.217
Apr 02, 2025 00:00	169.444	170.666	168.18	168.632
Apr 01, 2025 00:00	169.622	169.784	168.91	169.455
Mar 31, 2025 00:00	169.837	170.043	168.951	169.626
Mar 30, 2025 00:00	170.054	170.144	169.534	169.84
Mar 28, 2025 00:00	171.098	171.357	169.992	170.04
Mar 27, 2025 00:00	170.163	171.441	169.912	171.1
Mar 26, 2025 00:00	169.876	170.508	169.763	170.163
Mar 25, 2025 00:00	170.809	170.941	169.692	169.876
Mar 24, 2025 00:00	168.907	170.852	168.906	170.793
Mar 21, 2025 00:00	168.563	169.359	168.358	169.002
Mar 20, 2025 00:00	169.364	169.487	168.119	168.555
Mar 19, 2025 00:00	170.483	171.033	169.23	169.371
Mar 18, 2025 00:00	169.523	170.567	169.442	170.479
Mar 17, 2025 00:00	168.062	169.553	167.958	169.523
Mar 16, 2025 00:00	167.89	168.168	167.876	168.067
Mar 14, 2025 00:00	167.579	168.553	167.476	167.865
Mar 13, 2025 00:00	168.164	168.241	166.622	167.595
Mar 12, 2025 00:00	167.581	168.783	167.367	168.158
Mar 11, 2025 00:00	167.119	168.274	166.852	167.581
Mar 10, 2025 00:00	168.219	168.297	166.823	167.118
Mar 09, 2025 00:00	167.935	168.265	167.554	168.215
Mar 07, 2025 00:00	167.693	168.364	167.137	168.094
Mar 06, 2025 00:00	166.968	167.702	166.308	167.697
Mar 05, 2025 00:00	168.349	168.712	166.825	167.135
Mar 04, 2025 00:00	166.482	168.557	166.084	168.35
Mar 03, 2025 00:00	166.834	168.0	166.31	166.47
Mar 02, 2025 00:00	166.774	166.774	166.774	166.774
Feb 28, 2025 00:00	166.415	167.312	165.859	166.759
Feb 27, 2025 00:00	166.457	167.088	166.199	166.741
Feb 26, 2025 00:00	167.009	167.409	166.338	166.433
Feb 25, 2025 00:00	166.745	167.58	166.365	167.009
Feb 24, 2025 00:00	166.261	167.124	166.01	167.049
Feb 23, 2025 00:00	166.09	166.369	165.911	166.262
Feb 21, 2025 00:00	166.491	167.751	165.973	166.285
Feb 20, 2025 00:00	167.182	167.219	166.005	166.437
Feb 19, 2025 00:00	168.108	168.494	167.13	167.179
Feb 18, 2025 00:00	168.061	168.853	167.89	168.112
Feb 17, 2025 00:00	168.901	168.963	167.895	168.11
Feb 16, 2025 00:00	169.343	169.382	168.873	168.909
Feb 14, 2025 00:00	169.379	169.652	168.638	169.3
Feb 13, 2025 00:00	168.891	169.752	168.73	169.365
Feb 12, 2025 00:00	167.289	169.473	167.257	168.838
Feb 11, 2025 00:00	166.679	167.308	166.416	167.308
Feb 10, 2025 00:00	166.048	167.579	165.919	166.532
Feb 09, 2025 00:00	166.048	166.752	165.919	166.734
