Date	Open	High	Low	Close
Jun 23, 2025 00:00	0.94046	0.94104	0.93753	0.9398
Jun 22, 2025 00:00	1.06895	1.06314	1.06936	1.06337
Jun 20, 2025 00:00	1.06404	1.06105	1.06494	1.06144
Jun 19, 2025 00:00	1.06509	1.06171	1.06830	1.06401
Jun 18, 2025 00:00	1.06846	1.06127	1.07055	1.06378
Jun 17, 2025 00:00	1.06390	1.06173	1.07060	1.06613
Jun 16, 2025 00:00	1.06752	1.06166	1.06878	1.06386
Jun 15, 2025 00:00	1.07022	1.06719	1.07107	1.06752
Jun 13, 2025 00:00	1.06656	1.06527	1.07441	1.06771
Jun 12, 2025 00:00	1.06150	1.06067	1.06668	1.06668
Jun 11, 2025 00:00	1.06360	1.06054	1.06523	1.06150
Jun 10, 2025 00:00	1.06559	1.06340	1.06801	1.06359
Jun 09, 2025 00:00	1.06737	1.06534	1.06832	1.06559
Jun 08, 2025 00:00	1.06889	1.06718	1.06889	1.06736
Jun 06, 2025 00:00	1.06550	1.06415	1.06794	1.06716
Jun 05, 2025 00:00	1.07017	1.06392	1.07033	1.06555
Jun 04, 2025 00:00	1.06740	1.06608	1.07204	1.07013
Jun 03, 2025 00:00	1.07005	1.06596	1.07147	1.06741
Jun 02, 2025 00:00	1.07121	1.06906	1.07232	1.07010
Jun 01, 2025 00:00	1.07063	1.07050	1.07286	1.07123
May 30, 2025 00:00	1.06926	1.06870	1.07290	1.07061
May 29, 2025 00:00	1.06939	1.06700	1.07118	1.06924
May 28, 2025 00:00	1.06622	1.06571	1.07198	1.06946
May 27, 2025 00:00	1.07035	1.06488	1.07111	1.06615
May 26, 2025 00:00	1.06905	1.06732	1.07182	1.07030
May 25, 2025 00:00	1.07312	1.06899	1.07340	1.06905
May 23, 2025 00:00	1.07001	1.06604	1.07579	1.07233
May 22, 2025 00:00	1.06985	1.06890	1.07181	1.07000
May 21, 2025 00:00	1.07158	1.06794	1.07371	1.06987
May 20, 2025 00:00	1.06617	1.06547	1.07274	1.07163
May 19, 2025 00:00	1.06994	1.06424	1.07072	1.06623
May 18, 2025 00:00	1.06953	1.06953	1.07165	1.06997
May 16, 2025 00:00	1.07025	1.06581	1.07142	1.06875
May 15, 2025 00:00	1.06303	1.06279	1.07074	1.07025
May 14, 2025 00:00	1.06495	1.06146	1.06679	1.06299
May 13, 2025 00:00	1.06675	1.06282	1.07169	1.06495
May 12, 2025 00:00	1.06787	1.06449	1.06896	1.06673
May 11, 2025 00:00	1.07081	1.06737	1.07120	1.06790
May 09, 2025 00:00	1.07103	1.06833	1.07212	1.06875
May 08, 2025 00:00	1.07353	1.06977	1.07386	1.07097
May 07, 2025 00:00	1.06759	1.06518	1.07533	1.07354
May 06, 2025 00:00	1.07526	1.06720	1.07549	1.06770
May 05, 2025 00:00	1.07167	1.06725	1.07581	1.07525
May 04, 2025 00:00	1.07332	1.07080	1.07332	1.07165
May 02, 2025 00:00	1.06787	1.06572	1.07385	1.06998
May 01, 2025 00:00	1.06920	1.06437	1.07016	1.06790
Apr 30, 2025 00:00	1.06638	1.06444	1.07183	1.06926
Apr 29, 2025 00:00	1.06849	1.06304	1.06849	1.06639
Apr 28, 2025 00:00	1.06186	1.05965	1.06819	1.06795
Apr 27, 2025 00:00	1.06185	1.06185	1.06542	1.06389
