Date	Open	High	Low	Close
Jun 22, 2025 00:00	0.91435	0.90981	0.91443	0.91017
Jun 20, 2025 00:00	0.90892	0.90614	0.91057	0.90891
Jun 19, 2025 00:00	0.91103	0.90817	0.91318	0.90891
Jun 18, 2025 00:00	0.91457	0.90794	0.91622	0.91020
Jun 17, 2025 00:00	0.90593	0.90484	0.91624	0.91159
Jun 16, 2025 00:00	0.90911	0.90401	0.90974	0.90595
Jun 15, 2025 00:00	0.90992	0.90867	0.91146	0.90907
Jun 13, 2025 00:00	0.90854	0.90575	0.91472	0.90860
Jun 12, 2025 00:00	0.90051	0.90003	0.90855	0.90853
Jun 11, 2025 00:00	0.90068	0.89896	0.90247	0.90050
Jun 10, 2025 00:00	0.89832	0.89722	0.90347	0.90059
Jun 09, 2025 00:00	0.89934	0.89767	0.90024	0.89830
Jun 08, 2025 00:00	0.90079	0.89905	0.90097	0.89939
Jun 06, 2025 00:00	0.89884	0.89646	0.89969	0.89903
Jun 05, 2025 00:00	0.90199	0.89639	0.90227	0.89885
Jun 04, 2025 00:00	0.89807	0.89661	0.90381	0.90197
Jun 03, 2025 00:00	0.90396	0.89697	0.90500	0.89806
Jun 02, 2025 00:00	0.90298	0.90087	0.90517	0.90399
Jun 01, 2025 00:00	0.90323	0.90298	0.90559	0.90300
May 30, 2025 00:00	0.90116	0.89970	0.90412	0.90282
May 29, 2025 00:00	0.89433	0.89267	0.90344	0.90117
May 28, 2025 00:00	0.89461	0.89286	0.89943	0.89435
May 27, 2025 00:00	0.89871	0.89237	0.89928	0.89457
May 26, 2025 00:00	0.89827	0.89611	0.90027	0.89859
May 25, 2025 00:00	0.90188	0.89813	0.90212	0.89823
May 23, 2025 00:00	0.89974	0.89629	0.90302	0.90050
May 22, 2025 00:00	0.90337	0.89803	0.90396	0.89969
May 21, 2025 00:00	0.90285	0.90078	0.90589	0.90333
May 20, 2025 00:00	0.89639	0.89594	0.90398	0.90285
May 19, 2025 00:00	0.89981	0.89593	0.90097	0.89642
May 18, 2025 00:00	0.90108	0.89955	0.90214	0.89981
May 16, 2025 00:00	0.90046	0.89753	0.90179	0.89764
May 15, 2025 00:00	0.89619	0.89578	0.90087	0.90039
May 14, 2025 00:00	0.89542	0.89429	0.89958	0.89616
May 13, 2025 00:00	0.89821	0.89369	0.90159	0.89542
May 12, 2025 00:00	0.90260	0.89619	0.90329	0.89821
May 11, 2025 00:00	0.90420	0.90184	0.90436	0.90256
May 09, 2025 00:00	0.90817	0.90365	0.90958	0.90380
May 08, 2025 00:00	0.91300	0.90632	0.91439	0.90824
May 07, 2025 00:00	0.90675	0.90577	0.91570	0.91303
May 06, 2025 00:00	0.91517	0.90531	0.91521	0.90682
May 05, 2025 00:00	0.91429	0.90980	0.91645	0.91517
May 04, 2025 00:00	0.91398	0.91295	0.91453	0.91430
May 02, 2025 00:00	0.90804	0.90564	0.91573	0.91110
May 01, 2025 00:00	0.90886	0.90327	0.91012	0.90808
